case,phase,start_year,withdrawal,path_order,portfolio,weights,net_operating_cash,receipts,total_costs,copies,distinct_signals,signal_participation,homogeneous_control_matched,evaluation_months,rr_deaths,max_same_signal_deaths,same_signal_multi_death_events,worst_1d_cohort_deaths,worst_1d_fraction,worst_1d_at,half_loss_1d_episodes_min5,peak_1d_replacement_demand,possible_1d_death_cluster,worst_5d_cohort_deaths,worst_5d_fraction,worst_5d_at,half_loss_5d_episodes_min5,peak_5d_replacement_demand,possible_5d_death_cluster,worst_20d_cohort_deaths,worst_20d_fraction,worst_20d_at,half_loss_20d_episodes_min5,peak_20d_replacement_demand,possible_20d_death_cluster,book_wipeouts,days_empty_after_first_activation,deaths,accounts,alive
isolation__2025__minimum__mae_first__rr_3.50,isolation,2025,minimum,mae_first,rr_3.50,"{""3.50"": 1}",-4000.0,0.0,4000.0,480,24,0.00791817881887166,True,0,"{""3.50"": 20}",20,1,20,1.0,2025-01-13T00:00:00,1,20,20,20,1.0,2025-01-07T00:00:00,1,20,20,20,1.0,2025-01-02T00:00:00,1,20,20,1,546.2285,20,20,0
isolation__2025__minimum__mae_first__near,isolation,2025,minimum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",-4000.0,0.0,4000.0,6210,371,0.12228081740276862,,0,"{""0.75"": 10, ""1.25"": 10}",10,2,10,1.0,2025-04-04T00:00:00,2,10,10,10,1.0,2025-03-31T00:00:00,2,10,10,20,1.0,2025-03-10T00:00:00,2,20,20,1,465.0514,20,20,0
isolation__2025__minimum__mae_first__modest,isolation,2025,minimum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",-4000.0,0.0,4000.0,6250,388,0.12788398154251812,,0,"{""0.50"": 10, ""1.50"": 10}",10,2,10,1.0,2025-04-04T00:00:00,2,10,10,10,1.0,2025-03-31T00:00:00,2,10,10,20,1.0,2025-03-10T00:00:00,2,20,20,1,465.0514,20,20,0
isolation__2025__minimum__mae_first__four,isolation,2025,minimum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",-4000.0,0.0,4000.0,5130,408,0.13447593935398813,,0,"{""0.50"": 5, ""1.00"": 5, ""1.50"": 5, ""2.00"": 5}",5,4,10,1.0,2025-04-04T00:00:00,1,10,10,10,1.0,2025-03-31T00:00:00,1,10,10,15,1.0,2025-03-10T00:00:00,1,15,15,1,464.941,20,20,0
isolation__2025__minimum__mae_first__wide,isolation,2025,minimum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",-4000.0,0.0,4000.0,3385,388,0.12788398154251812,,0,"{""0.50"": 5, ""1.50"": 5, ""2.50"": 5, ""3.50"": 5}",5,4,10,1.0,2025-04-04T00:00:00,3,10,10,10,1.0,2025-03-31T00:00:00,3,10,10,10,1.0,2025-03-10T00:00:00,3,10,10,1,465.0514,20,20,0
operating__2025__minimum__mae_first__rr_0.50,operating,2025,minimum,mae_first,rr_0.50,"{""0.50"": 1}",949.0,4500.0,3551.0,10026,1966,0.6479894528675016,,47,"{""0.50"": 9}",3,1,3,0.375,2026-02-17T00:00:00,0,3,3,3,0.375,2026-02-11T00:00:00,0,3,3,3,0.375,2026-02-02T00:00:00,0,4,4,0,0.0,9,16,7
operating__2025__minimum__mae_first__rr_0.75,operating,2025,minimum,mae_first,rr_0.75,"{""0.75"": 1}",-5039.0,0.0,5039.0,7147,1822,0.6005273566249176,,58,"{""0.75"": 20}",2,5,2,1.0,2026-03-26T00:00:00,0,2,2,3,1.0,2025-06-16T00:00:00,1,3,3,6,1.0,2025-05-22T00:00:00,1,7,7,1,6.3058,20,25,5
operating__2025__minimum__mae_first__rr_1.00,operating,2025,minimum,mae_first,rr_1.00,"{""1.00"": 1}",-5171.0,0.0,5171.0,7375,1702,0.5609756097560976,True,62,"{""1.00"": 20}",2,5,3,1.0,2026-03-20T00:00:00,1,3,3,4,1.0,2026-03-16T00:00:00,1,4,4,6,1.0,2026-02-23T00:00:00,1,8,8,1,12.1627,20,25,5
operating__2025__minimum__mae_first__rr_1.25,operating,2025,minimum,mae_first,rr_1.25,"{""1.25"": 1}",-4098.0,500.0,4598.0,7690,1649,0.5436861193537751,,56,"{""1.25"": 16}",2,4,2,0.5,2026-03-26T00:00:00,0,2,2,3,0.75,2026-03-20T00:00:00,1,3,3,6,0.857143,2026-03-10T00:00:00,1,7,7,0,0.0,16,22,6
operating__2025__minimum__mae_first__rr_1.50,operating,2025,minimum,mae_first,rr_1.50,"{""1.50"": 1}",-1249.0,3000.0,4249.0,6865,1581,0.5212660731948566,,53,"{""1.50"": 15}",2,2,2,0.5,2026-04-07T00:00:00,0,2,2,3,0.6,2026-03-18T00:00:00,1,3,3,4,0.666667,2026-02-27T00:00:00,1,6,6,0,0.0,15,20,5
operating__2025__minimum__mae_first__rr_2.00,operating,2025,minimum,mae_first,rr_2.00,"{""2.00"": 1}",2659.0,6500.0,3841.0,6552,1475,0.48647757255936674,,52,"{""2.00"": 11}",2,1,2,0.4,2026-04-07T00:00:00,0,2,2,2,0.4,2026-03-20T00:00:00,0,2,2,2,0.4,2026-02-27T00:00:00,0,4,4,0,0.0,11,17,6
operating__2025__minimum__mae_first__rr_2.50,operating,2025,minimum,mae_first,rr_2.50,"{""2.50"": 1}",6258.0,10000.0,3742.0,6663,1404,0.4630606860158311,,49,"{""2.50"": 10}",1,0,2,0.285714,2026-02-13T00:00:00,0,2,2,2,0.4,2026-03-23T00:00:00,0,2,2,3,0.5,2026-03-02T00:00:00,1,3,3,0,0.0,10,17,7
operating__2025__minimum__mae_first__rr_3.00,operating,2025,minimum,mae_first,rr_3.00,"{""3.00"": 1}",10475.0,14500.0,4025.0,6424,1347,0.44426121372031663,,50,"{""3.00"": 12}",3,1,3,0.428571,2026-04-07T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,4,4,0,0.0,12,19,7
operating__2025__minimum__mae_first__rr_3.50,operating,2025,minimum,mae_first,rr_3.50,"{""3.50"": 1}",12850.0,16500.0,3650.0,5761,1273,0.41999340151765097,,50,"{""3.50"": 10}",2,1,3,0.428571,2026-04-07T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,3,3,3,0.428571,2026-04-02T00:00:00,0,4,4,0,0.0,10,16,6
operating__2025__minimum__mae_first__near,operating,2025,minimum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",-4822.0,0.0,4822.0,7806,1833,0.6041529334212261,,59,"{""0.75"": 8, ""1.25"": 10}",2,2,2,1.0,2026-03-26T00:00:00,0,2,2,4,1.0,2026-03-20T00:00:00,1,4,4,7,1.0,2025-05-22T00:00:00,1,8,8,1,6.1565,18,23,5
operating__2025__minimum__mae_first__modest,operating,2025,minimum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",-216.0,3500.0,3716.0,8005,1980,0.6526038233355307,,52,"{""0.50"": 1, ""1.50"": 10}",2,1,2,0.333333,2026-04-07T00:00:00,0,2,2,2,0.333333,2026-03-16T00:00:00,0,2,2,2,0.333333,2026-02-27T00:00:00,0,4,4,0,0.0,11,16,5
operating__2025__minimum__mae_first__four,operating,2025,minimum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",-2723.0,2000.0,4723.0,8097,1989,0.6555702043506921,,56,"{""1.00"": 9, ""1.50"": 6, ""2.00"": 2}",2,1,2,0.333333,2025-08-01T00:00:00,0,2,2,3,0.5,2026-03-20T00:00:00,0,3,3,4,0.666667,2026-02-27T00:00:00,1,6,6,0,0.0,17,23,6
operating__2025__minimum__mae_first__wide,operating,2025,minimum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",4199.0,8000.0,3801.0,8049,1997,0.6582069874752802,,47,"{""1.50"": 7, ""2.50"": 1, ""3.50"": 3}",1,0,2,0.285714,2026-02-13T00:00:00,0,2,2,2,0.285714,2026-02-09T00:00:00,0,2,2,2,0.285714,2026-02-02T00:00:00,0,3,3,0,0.0,11,18,7
isolation__2020__maximum__mae_first__rr_0.50,isolation,2020,maximum,mae_first,rr_0.50,"{""0.50"": 1}",-4000.0,0.0,4000.0,44860,2243,0.1771861916423098,True,0,"{""0.50"": 20}",20,1,20,1.0,2021-06-04T00:00:00,1,20,20,20,1.0,2021-05-31T00:00:00,1,20,20,20,1.0,2021-05-10T00:00:00,1,20,20,1,1865.2451,20,20,0
isolation__2020__maximum__mae_first__rr_0.75,isolation,2020,maximum,mae_first,rr_0.75,"{""0.75"": 1}",-4000.0,0.0,4000.0,6020,301,0.023777549569476263,True,0,"{""0.75"": 20}",20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0
isolation__2020__maximum__mae_first__rr_1.00,isolation,2020,maximum,mae_first,rr_1.00,"{""1.00"": 1}",-4000.0,0.0,4000.0,5640,282,0.022278401011218203,True,0,"{""1.00"": 20}",20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0
isolation__2020__maximum__mae_first__rr_1.25,isolation,2020,maximum,mae_first,rr_1.25,"{""1.25"": 1}",-4000.0,0.0,4000.0,4340,217,0.017144663032314135,True,0,"{""1.25"": 20}",20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7505,20,20,0
isolation__2020__maximum__mae_first__rr_1.50,isolation,2020,maximum,mae_first,rr_1.50,"{""1.50"": 1}",-4000.0,0.0,4000.0,4200,210,0.016594231529039907,True,0,"{""1.50"": 20}",20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7088,20,20,0
isolation__2020__maximum__mae_first__rr_2.00,isolation,2020,maximum,mae_first,rr_2.00,"{""2.00"": 1}",-4000.0,0.0,4000.0,4700,235,0.018571202781729097,True,0,"{""2.00"": 20}",20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0
isolation__2020__maximum__mae_first__rr_2.50,isolation,2020,maximum,mae_first,rr_2.50,"{""2.50"": 1}",-4000.0,0.0,4000.0,3700,185,0.014622194119506797,True,0,"{""2.50"": 20}",20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.2405,20,20,0
isolation__2020__maximum__mae_first__rr_3.00,isolation,2020,maximum,mae_first,rr_3.00,"{""3.00"": 1}",-4000.0,0.0,4000.0,3440,172,0.013596837944664032,True,0,"{""3.00"": 20}",20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0
isolation__2020__maximum__mae_first__rr_3.50,isolation,2020,maximum,mae_first,rr_3.50,"{""3.50"": 1}",-4000.0,0.0,4000.0,3300,165,0.013050699992090485,True,0,"{""3.50"": 20}",20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0
isolation__2020__maximum__mae_first__near,isolation,2020,maximum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",-4000.0,0.0,4000.0,5180,303,0.023935539932064143,,0,"{""0.75"": 10, ""1.25"": 10}",10,2,10,1.0,2020-03-12T00:00:00,2,10,10,10,1.0,2020-03-06T00:00:00,2,10,10,20,1.0,2020-02-14T00:00:00,2,20,20,1,2314.0167,20,20,0
isolation__2020__maximum__mae_first__modest,isolation,2020,maximum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",-4000.0,0.0,4000.0,24530,2244,0.17726518682360376,,0,"{""0.50"": 10, ""1.50"": 10}",10,2,10,1.0,2021-06-04T00:00:00,2,10,10,10,1.0,2021-05-31T00:00:00,2,10,10,10,1.0,2021-05-10T00:00:00,2,10,10,1,1865.2451,20,20,0
isolation__2020__maximum__mae_first__four,isolation,2020,maximum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",-4000.0,0.0,4000.0,14850,2249,0.17766016273007346,,0,"{""0.50"": 5, ""1.00"": 5, ""1.50"": 5, ""2.00"": 5}",10,3,10,1.0,2021-06-04T00:00:00,2,10,10,10,1.0,2021-05-31T00:00:00,2,10,10,15,1.0,2021-05-10T00:00:00,2,15,15,1,1865.2451,20,20,0
isolation__2020__maximum__mae_first__wide,isolation,2020,maximum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",-4000.0,0.0,4000.0,14015,2244,0.17726518682360376,,0,"{""0.50"": 5, ""1.50"": 5, ""2.50"": 5, ""3.50"": 5}",5,4,10,1.0,2021-06-04T00:00:00,3,10,15,15,1.0,2021-05-31T00:00:00,3,15,15,15,1.0,2021-05-10T00:00:00,3,15,15,1,1865.2451,20,20,0
operating__2020__maximum__mae_first__rr_0.50,operating,2020,maximum,mae_first,rr_0.50,"{""0.50"": 1}",186715.95,205572.95,18857.0,103049,10117,0.7991942491508018,,204,"{""0.50"": 77}",10,17,10,1.0,2021-06-04T00:00:00,6,10,10,10,1.0,2021-05-31T00:00:00,7,10,10,10,1.0,2021-05-10T00:00:00,8,10,10,1,32.9072,77,97,20
operating__2020__maximum__mae_first__rr_0.75,operating,2020,maximum,mae_first,rr_0.75,"{""0.75"": 1}",253911.15,270627.15,16716.0,123050,9452,0.746662453590331,,177,"{""0.75"": 67}",7,16,9,1.0,2020-03-12T00:00:00,5,9,9,10,1.0,2020-03-06T00:00:00,6,10,10,10,1.0,2020-03-02T00:00:00,6,10,10,3,40.6838,67,87,20
operating__2020__maximum__mae_first__rr_1.00,operating,2020,maximum,mae_first,rr_1.00,"{""1.00"": 1}",309976.35,325829.35,15853.0,117000,9071,0.7166218991941855,True,166,"{""1.00"": 63}",7,15,8,1.0,2020-03-12T00:00:00,4,8,8,11,1.0,2020-03-06T00:00:00,6,11,11,12,1.0,2020-03-02T00:00:00,5,13,13,2,0.3088,63,83,20
operating__2020__maximum__mae_first__rr_1.25,operating,2020,maximum,mae_first,rr_1.25,"{""1.25"": 1}",383049.95,396735.95,13686.0,125786,8641,0.6827052224065734,,142,"{""1.25"": 52}",5,14,6,1.0,2020-03-12T00:00:00,0,6,6,6,1.0,2020-03-06T00:00:00,0,6,6,9,1.0,2020-03-02T00:00:00,4,9,9,2,0.4664,52,72,20
operating__2020__maximum__mae_first__rr_1.50,operating,2020,maximum,mae_first,rr_1.50,"{""1.50"": 1}",433211.82,446482.82,13271.0,117474,8282,0.6544448834452785,,137,"{""1.50"": 50}",7,12,7,1.0,2020-03-12T00:00:00,1,7,7,8,1.0,2020-03-06T00:00:00,2,8,8,8,1.0,2020-03-02T00:00:00,3,10,10,2,0.4664,50,70,20
operating__2020__maximum__mae_first__rr_2.00,operating,2020,maximum,mae_first,rr_2.00,"{""2.00"": 1}",417154.32,430682.32,13528.0,115393,7717,0.6098466887940572,,141,"{""2.00"": 51}",7,10,8,1.0,2020-03-12T00:00:00,0,8,8,8,1.0,2020-03-06T00:00:00,0,8,8,8,1.0,2020-03-02T00:00:00,0,8,8,2,0.3088,51,71,20
operating__2020__maximum__mae_first__rr_2.50,operating,2020,maximum,mae_first,rr_2.50,"{""2.50"": 1}",484521.63,499499.63,14978.0,103326,7265,0.5742175150173886,,166,"{""2.50"": 56}",7,11,7,1.0,2020-03-12T00:00:00,0,7,7,7,1.0,2020-03-06T00:00:00,1,7,7,8,1.0,2020-03-02T00:00:00,2,8,8,2,0.4664,56,76,20
operating__2020__maximum__mae_first__rr_3.00,operating,2020,maximum,mae_first,rr_3.00,"{""3.00"": 1}",434409.69,450342.69,15933.0,90430,6976,0.5514624505928853,,176,"{""3.00"": 61}",7,13,7,1.0,2020-03-11T00:00:00,4,7,7,7,1.0,2020-03-05T00:00:00,4,7,7,7,1.0,2020-03-02T00:00:00,5,7,7,2,0.3984,61,81,20
operating__2020__maximum__mae_first__rr_3.50,operating,2020,maximum,mae_first,rr_3.50,"{""3.50"": 1}",435255.69,452070.69,16815.0,89614,6701,0.5300166099818081,,180,"{""3.50"": 67}",6,16,6,1.0,2020-03-12T00:00:00,0,6,6,10,1.0,2020-03-06T00:00:00,6,10,10,10,1.0,2020-03-02T00:00:00,6,10,10,2,1.0595,67,87,20
operating__2020__maximum__mae_first__near,operating,2020,maximum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",338424.35,352051.35,13627.0,129015,9682,0.7648313452879374,,144,"{""0.75"": 30, ""1.25"": 21}",5,13,7,1.0,2020-03-12T00:00:00,1,7,7,8,1.0,2020-03-06T00:00:00,3,8,8,9,1.0,2020-03-02T00:00:00,4,9,9,2,0.3088,51,71,20
operating__2020__maximum__mae_first__modest,operating,2020,maximum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",348608.27,364046.27,15438.0,125435,10308,0.8142823287779446,,161,"{""0.50"": 42, ""1.50"": 19}",8,12,8,0.5,2021-12-03T00:00:00,1,8,8,8,0.545455,2021-11-29T00:00:00,2,8,8,12,0.6,2023-10-03T00:00:00,5,12,12,0,0.0,61,81,20
operating__2020__maximum__mae_first__four,operating,2020,maximum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",360004.48,374270.48,14266.0,120376,10391,0.8208389288253417,,152,"{""0.50"": 20, ""1.00"": 14, ""1.50"": 13, ""2.00"": 7}",4,9,5,0.5,2021-06-15T00:00:00,0,5,5,5,0.6,2021-06-09T00:00:00,2,5,5,8,0.714286,2021-05-19T00:00:00,2,8,8,0,0.0,54,74,20
operating__2020__maximum__mae_first__wide,operating,2020,maximum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",426836.09,440220.09,13384.0,119205,10372,0.8193380203807568,,148,"{""0.50"": 20, ""1.50"": 8, ""2.50"": 4, ""3.50"": 16}",3,10,3,0.5,2020-06-26T00:00:00,0,3,3,4,0.5,2020-06-22T00:00:00,0,4,4,7,0.5,2020-06-01T00:00:00,0,7,7,0,0.0,48,68,20
isolation__2023__maximum__mae_first__rr_0.50,isolation,2023,maximum,mae_first,rr_0.50,"{""0.50"": 1}",-4000.0,0.0,4000.0,4720,236,0.03404009808163854,True,0,"{""0.50"": 20}",20,1,20,1.0,2023-03-01T00:00:00,1,20,20,20,1.0,2023-02-23T00:00:00,1,20,20,20,1.0,2023-02-02T00:00:00,1,20,20,1,1229.9171,20,20,0
isolation__2023__maximum__mae_first__rr_0.75,isolation,2023,maximum,mae_first,rr_0.75,"{""0.75"": 1}",301293.0,305293.0,4000.0,107620,5381,0.7761430838021058,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__rr_1.00,isolation,2023,maximum,mae_first,rr_1.00,"{""1.00"": 1}",349880.0,353880.0,4000.0,101420,5071,0.731534910559723,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__rr_1.25,isolation,2023,maximum,mae_first,rr_1.25,"{""1.25"": 1}",376243.0,380243.0,4000.0,96200,4810,0.6939835521569759,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__rr_1.50,isolation,2023,maximum,mae_first,rr_1.50,"{""1.50"": 1}",415698.0,419698.0,4000.0,92420,4621,0.6668109668109669,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__rr_2.00,isolation,2023,maximum,mae_first,rr_2.00,"{""2.00"": 1}",405118.0,409118.0,4000.0,85820,4291,0.6192812815702121,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__rr_2.50,isolation,2023,maximum,mae_first,rr_2.50,"{""2.50"": 1}",508974.4,512974.4,4000.0,80660,4033,0.5822145228814782,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__rr_3.00,isolation,2023,maximum,mae_first,rr_3.00,"{""3.00"": 1}",481213.0,485213.0,4000.0,77460,3873,0.5591165006496319,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__rr_3.50,isolation,2023,maximum,mae_first,rr_3.50,"{""3.50"": 1}",464879.0,468879.0,4000.0,74320,3716,0.5366064981949459,True,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__near,isolation,2023,maximum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",338768.0,342768.0,4000.0,101910,5422,0.7820568296552719,,0,{},0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20
isolation__2023__maximum__mae_first__modest,isolation,2023,maximum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",205849.0,209849.0,4000.0,48570,4652,0.6709937977787394,,0,"{""0.50"": 10}",10,1,10,0.5,2023-03-01T00:00:00,1,10,10,10,0.5,2023-02-23T00:00:00,1,10,10,10,0.5,2023-02-02T00:00:00,1,10,10,0,0.0,10,20,10
isolation__2023__maximum__mae_first__four,isolation,2023,maximum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",291674.0,295674.0,4000.0,71095,5211,0.7516226741670272,,0,"{""0.50"": 5}",5,1,5,0.25,2023-03-01T00:00:00,0,5,5,5,0.25,2023-02-23T00:00:00,0,5,5,5,0.25,2023-02-02T00:00:00,0,5,5,0,0.0,5,20,15
isolation__2023__maximum__mae_first__wide,isolation,2023,maximum,mae_first,wide,"{""0.50"": 1, ""1.50"": 1, ""2.50"": 1, ""3.50"": 1}",346387.85,350387.85,4000.0,63030,4791,0.6910428385980095,,0,"{""0.50"": 5}",5,1,5,0.25,2023-03-01T00:00:00,0,5,5,5,0.25,2023-02-23T00:00:00,0,5,5,5,0.25,2023-02-02T00:00:00,0,5,5,0,0.0,5,20,15
operating__2023__maximum__mae_first__rr_0.50,operating,2023,maximum,mae_first,rr_0.50,"{""0.50"": 1}",195635.35,202676.35,7041.0,67460,5057,0.7294100677917208,,77,"{""0.50"": 16}",6,4,6,1.0,2023-10-04T00:00:00,1,6,6,6,1.0,2023-09-28T00:00:00,1,6,6,6,1.0,2023-09-07T00:00:00,1,6,6,1,69.5417,16,36,20
operating__2023__maximum__mae_first__rr_0.75,operating,2023,maximum,mae_first,rr_0.75,"{""0.75"": 1}",176589.05,184460.05,7871.0,63114,4843,0.6985431991922688,,87,"{""0.75"": 20}",6,3,6,1.0,2023-10-25T00:00:00,1,6,6,6,1.0,2023-10-19T00:00:00,1,6,6,6,1.0,2023-09-28T00:00:00,1,6,6,1,47.2204,20,40,20
operating__2023__maximum__mae_first__rr_1.00,operating,2023,maximum,mae_first,rr_1.00,"{""1.00"": 1}",174988.35,182213.35,7225.0,60583,4589,0.66200230813618,True,75,"{""1.00"": 19}",5,2,5,1.0,2023-10-30T00:00:00,1,5,5,6,1.0,2023-10-24T00:00:00,1,6,6,6,1.0,2023-10-03T00:00:00,1,6,6,1,42.2197,19,38,19
operating__2023__maximum__mae_first__rr_1.25,operating,2023,maximum,mae_first,rr_1.25,"{""1.25"": 1}",188435.15,195766.15,7331.0,55210,4340,0.6261722695137787,,82,"{""1.25"": 19}",2,4,3,1.0,2023-10-26T00:00:00,0,3,3,6,1.0,2023-10-20T00:00:00,1,6,6,6,1.0,2023-09-29T00:00:00,1,6,6,1,46.1454,19,37,18
operating__2023__maximum__mae_first__rr_1.50,operating,2023,maximum,mae_first,rr_1.50,"{""1.50"": 1}",235991.35,243928.35,7937.0,50941,4138,0.5971139971139972,,89,"{""1.50"": 22}",5,2,5,1.0,2023-10-20T00:00:00,1,5,5,6,1.0,2023-10-16T00:00:00,1,6,6,6,1.0,2023-09-25T00:00:00,1,6,6,1,53.0516,22,40,18
operating__2023__maximum__mae_first__rr_2.00,operating,2023,maximum,mae_first,rr_2.00,"{""2.00"": 1}",239838.05,248110.05,8272.0,51749,4018,0.5798816568047337,,84,"{""2.00"": 25}",2,4,3,0.333333,2023-10-04T00:00:00,0,3,3,3,0.333333,2023-09-28T00:00:00,0,4,4,3,0.5,2023-09-28T00:00:00,1,6,6,0,0.0,25,44,19
operating__2023__maximum__mae_first__rr_2.50,operating,2023,maximum,mae_first,rr_2.50,"{""2.50"": 1}",301224.2,308357.2,7133.0,48332,3789,0.5469900389779125,,76,"{""2.50"": 17}",2,3,2,0.333333,2023-10-24T00:00:00,0,2,2,2,0.333333,2023-10-18T00:00:00,0,2,3,3,0.5,2023-10-05T00:00:00,1,4,4,0,0.0,17,37,20
operating__2023__maximum__mae_first__rr_3.00,operating,2023,maximum,mae_first,rr_3.00,"{""3.00"": 1}",299362.15,306804.15,7442.0,47627,3638,0.5251912804966075,,74,"{""3.00"": 20}",3,4,3,0.333333,2023-10-23T00:00:00,0,3,3,4,0.5,2023-10-19T00:00:00,1,4,4,4,0.5,2023-09-28T00:00:00,1,6,6,0,0.0,20,40,20
operating__2023__maximum__mae_first__rr_3.50,operating,2023,maximum,mae_first,rr_3.50,"{""3.50"": 1}",238272.4,248744.4,10472.0,39911,3376,0.4875090252707581,,109,"{""3.50"": 36}",3,4,4,1.0,2023-10-26T00:00:00,1,4,4,6,1.0,2023-10-20T00:00:00,1,6,6,6,1.0,2023-09-29T00:00:00,1,6,6,1,46.1454,36,55,19
operating__2023__maximum__mae_first__near,operating,2023,maximum,mae_first,near,"{""0.75"": 1, ""1.25"": 1}",191826.05,199551.05,7725.0,63165,5028,0.7252271743833838,,75,"{""0.75"": 9, ""1.25"": 13}",4,4,4,1.0,2023-10-25T00:00:00,0,4,4,6,1.0,2023-10-19T00:00:00,1,6,6,6,1.0,2023-09-28T00:00:00,1,6,6,1,9.2204,22,42,20
operating__2023__maximum__mae_first__modest,operating,2023,maximum,mae_first,modest,"{""0.50"": 1, ""1.50"": 1}",211816.3,219529.3,7713.0,57841,5151,0.7429684119428819,,86,"{""0.50"": 9, ""1.50"": 11}",3,3,3,1.0,2023-10-18T00:00:00,1,3,3,3,1.0,2023-10-12T00:00:00,1,3,3,6,1.0,2023-09-21T00:00:00,1,6,6,1,55.1405,20,39,19
operating__2023__maximum__mae_first__four,operating,2023,maximum,mae_first,four,"{""0.50"": 1, ""1.00"": 1, ""1.50"": 1, ""2.00"": 1}",203279.6,211492.6,8213.0,56997,5223,0.7533535266118564,,86,"{""0.50"": 3, ""1.00"": 6, ""1.50"": 6, ""2.00"": 9}",3,4,3,1.0,2023-10-25T00:00:00,0,3,3,3,1.0,2023-10-19T00:00:00,0,3,3,6,1.0,2023-09-28T00:00:00,1,6,6,1,48.2204,24,43,19
