case,constituent,book_wipeouts_delta_vs_constituent,days_empty_after_first_activation_delta_vs_constituent,deaths_delta_vs_constituent,max_same_signal_deaths_delta_vs_constituent,possible_20d_death_cluster_delta_vs_constituent,net_operating_cash_delta_vs_constituent,mean_total_positive_equity_delta_vs_constituent
primary__operating__2021__mae_first__uniform_high,1.00,0,0.0,0,0,0,-30000.0,10878.6877
primary__operating__2021__mae_first__ladder20_reverse,1.00,0,0.0,10,0,0,-6462.0,-31.018
primary__operating__2021__mae_first__grid20,0.50,0,0.0,-31,-8,-7,201421.0,33166.0611
primary__operating__2021__mae_first__grid20,0.66,0,5.9931,-5,-3,-4,135257.0,14942.1507
primary__operating__2021__mae_first__grid20,0.82,0,3.2843,0,-2,0,59769.0,7593.0278
primary__operating__2021__mae_first__grid20,0.97,-2,-9.8183,-8,-2,-1,48830.0,10259.8987
primary__operating__2021__mae_first__grid20,1.13,-2,-6.2271,-7,-2,-2,-25229.0,9002.0184
primary__operating__2021__mae_first__grid20,1.29,0,6.0368,-6,-1,-1,-1585.0,8296.5123
primary__operating__2021__mae_first__grid20,1.45,1,25.3051,-11,-4,-4,6606.0,10041.0913
primary__operating__2021__mae_first__grid20,1.61,1,25.3051,-11,-1,-6,19304.0,6807.9035
primary__operating__2021__mae_first__grid20,1.76,1,25.3051,-14,-2,-4,2679.0,3085.9425
primary__operating__2021__mae_first__grid20,1.92,0,24.9743,-36,-3,-3,87447.0,16988.1453
primary__operating__2021__mae_first__grid20,2.08,0,25.0347,-11,-2,-2,22870.0,4450.2899
primary__operating__2021__mae_first__grid20,2.24,-1,17.7222,-21,-3,-3,57813.0,11369.8517
primary__operating__2021__mae_first__grid20,2.39,-3,-15.6461,-36,-4,-3,92881.0,20336.3597
primary__operating__2021__mae_first__grid20,2.55,-3,-19.2053,-33,-4,-2,90770.0,22213.944
primary__operating__2021__mae_first__grid20,2.71,-3,-18.5032,-36,-4,-1,108317.0,25553.4621
primary__operating__2021__mae_first__grid20,2.87,-2,15.8607,-37,-4,-1,83369.0,19164.908
primary__operating__2021__mae_first__grid20,3.03,-2,20.2512,-15,-3,0,5898.0,2939.8998
primary__operating__2021__mae_first__grid20,3.18,-2,22.8301,-16,-2,0,12122.0,3735.6454
primary__operating__2021__mae_first__grid20,3.34,-1,24.3387,-12,-1,-1,31391.0,3186.9845
primary__operating__2021__mae_first__grid20,3.50,-1,23.3458,-22,-2,-3,56103.0,8592.8264
primary__operating__2021__mae_first__grid20_reverse,0.50,1,-24.3387,-19,-7,-7,191096.0,29548.2091
primary__operating__2021__mae_first__grid20_reverse,0.66,1,-18.3456,7,-2,-4,124932.0,11324.2988
primary__operating__2021__mae_first__grid20_reverse,0.82,1,-21.0544,12,-1,0,49444.0,3975.1759
primary__operating__2021__mae_first__grid20_reverse,0.97,-1,-34.157,4,-1,-1,38505.0,6642.0468
primary__operating__2021__mae_first__grid20_reverse,1.13,-1,-30.5658,5,-1,-2,-35554.0,5384.1664
primary__operating__2021__mae_first__grid20_reverse,1.29,1,-18.3019,6,0,-1,-11910.0,4678.6604
primary__operating__2021__mae_first__grid20_reverse,1.45,2,0.9664,1,-3,-4,-3719.0,6423.2394
primary__operating__2021__mae_first__grid20_reverse,1.61,2,0.9664,1,0,-6,8979.0,3190.0516
primary__operating__2021__mae_first__grid20_reverse,1.76,2,0.9664,-2,-1,-4,-7646.0,-531.9094
primary__operating__2021__mae_first__grid20_reverse,1.92,1,0.6356,-24,-2,-3,77122.0,13370.2933
primary__operating__2021__mae_first__grid20_reverse,2.08,1,0.696,1,-1,-2,12545.0,832.438
primary__operating__2021__mae_first__grid20_reverse,2.24,0,-6.6165,-9,-2,-3,47488.0,7751.9998
primary__operating__2021__mae_first__grid20_reverse,2.39,-2,-39.9848,-24,-3,-3,82556.0,16718.5078
primary__operating__2021__mae_first__grid20_reverse,2.55,-2,-43.544,-21,-3,-2,80445.0,18596.0921
primary__operating__2021__mae_first__grid20_reverse,2.71,-2,-42.8419,-24,-3,-1,97992.0,21935.6102
primary__operating__2021__mae_first__grid20_reverse,2.87,-1,-8.478,-25,-3,-1,73044.0,15547.056
primary__operating__2021__mae_first__grid20_reverse,3.03,-1,-4.0875,-3,-2,0,-4427.0,-677.9522
primary__operating__2021__mae_first__grid20_reverse,3.18,-1,-1.5086,-4,-1,0,1797.0,117.7934
primary__operating__2021__mae_first__grid20_reverse,3.34,0,0.0,0,0,-1,21066.0,-430.8674
primary__operating__2021__mae_first__grid20_reverse,3.50,0,-0.9929,-10,-1,-3,45778.0,4974.9745
primary__isolation__2022__mae_first__center4,1.25,0,-142.9695,0,-15,-5,0.0,9396.4454
primary__isolation__2022__mae_first__center4,1.75,0,0.0,0,-15,-5,0.0,-30629.811
primary__isolation__2022__mae_first__center4,2.25,0,-154.0283,0,-15,-5,0.0,10246.2073
primary__isolation__2022__mae_first__center4,2.75,0,-154.366,0,-15,-5,0.0,10246.2073
primary__isolation__2022__mae_first__wide4,0.50,0,0.0,15,10,15,-225000.0,-71877.4725
primary__isolation__2022__mae_first__wide4,1.50,-1,-1631.2,-5,-10,-5,75000.0,21919.1498
primary__isolation__2022__mae_first__wide4,2.50,-1,-1645.3382,-5,-10,-5,75000.0,23969.0665
primary__isolation__2022__mae_first__wide4,3.50,-1,-1645.3382,-5,-10,-5,75000.0,23969.0665
primary__isolation__2022__mae_first__without050,0.75,0,0.0,15,10,15,-247500.0,-77833.9798
primary__isolation__2022__mae_first__without050,1.50,-1,-1631.2,-5,-10,-5,82500.0,23904.6522
primary__isolation__2022__mae_first__without050,2.50,-1,-1645.3382,-5,-10,-5,82500.0,25954.5689
primary__isolation__2022__mae_first__without050,3.50,-1,-1645.3382,-5,-10,-5,82500.0,25954.5689
primary__isolation__2022__mae_first__edge4,0.50,0,0.0,10,10,10,-142500.0,-45937.7671
primary__isolation__2022__mae_first__edge4,0.75,0,0.0,10,10,10,-172500.0,-53879.7767
primary__isolation__2022__mae_first__edge4,3.25,-1,-1645.3382,-10,-10,-10,157500.0,49908.7719
primary__isolation__2022__mae_first__edge4,3.50,-1,-1645.3382,-10,-10,-10,157500.0,49908.7719
primary__isolation__2022__mae_first__extremes2,0.50,0,0.0,10,10,10,-150000.0,-47923.2695
primary__isolation__2022__mae_first__extremes2,3.50,-1,-1645.3382,-10,-10,-10,150000.0,47923.2695
primary__isolation__2022__mae_first__ladder4,1.00,0,0.0,0,0,0,0.0,0.0
primary__isolation__2022__mae_first__grid5,0.50,0,0.0,16,8,12,-240000.0,-75853.9627
primary__isolation__2022__mae_first__grid5,1.25,-1,-1633.9417,-4,-12,-8,60000.0,19142.8144
primary__isolation__2022__mae_first__grid5,2.00,-1,-1490.2812,-4,-12,-8,60000.0,-21187.4358
primary__isolation__2022__mae_first__grid5,2.75,-1,-1645.3382,-4,-12,-8,60000.0,19992.5763
primary__isolation__2022__mae_first__grid5,3.50,-1,-1645.3382,-4,-12,-8,60000.0,19992.5763
primary__isolation__2022__mae_first__ladder20,1.00,0,0.0,0,0,0,0.0,0.0
primary__isolation__2022__mae_first__uniform_low,1.00,0,0.0,0,0,0,0.0,0.0
primary__isolation__2022__mae_first__uniform_high,1.00,0,0.0,0,0,0,0.0,0.0
primary__isolation__2022__mae_first__grid10,0.50,0,0.0,18,8,14,-270000.0,-85416.3485
primary__isolation__2022__mae_first__grid10,0.83,-1,-1473.2044,-2,-12,-6,30000.0,-28452.6447
primary__isolation__2022__mae_first__grid10,1.17,-1,-1633.9417,-2,-12,-6,30000.0,9990.9047
primary__isolation__2022__mae_first__grid10,1.50,-1,-1631.2,-2,-12,-6,30000.0,8380.2738
primary__isolation__2022__mae_first__grid10,1.83,-1,-1490.9722,-2,-12,-6,30000.0,-31390.1205
primary__isolation__2022__mae_first__grid10,2.17,-1,-1645.0005,-2,-12,-6,30000.0,10430.1905
primary__isolation__2022__mae_first__grid10,2.50,-1,-1645.3382,-2,-12,-6,30000.0,10430.1905
primary__isolation__2022__mae_first__grid10,2.83,-1,-1645.3382,-2,-12,-6,30000.0,10430.1905
primary__isolation__2022__mae_first__grid10,3.17,-1,-1645.3382,-2,-12,-6,30000.0,10430.1905
primary__isolation__2022__mae_first__grid10,3.50,-1,-1645.3382,-2,-12,-6,30000.0,10430.1905
primary__isolation__2022__mae_first__ladder20_reverse,1.00,0,0.0,0,0,0,0.0,0.0
primary__isolation__2022__mae_first__grid20,0.50,0,0.0,17,8,13,-251000.0,-79486.3977
primary__isolation__2022__mae_first__grid20,0.66,0,0.0,17,8,13,-261000.0,-90980.7965
primary__isolation__2022__mae_first__grid20,0.82,0,0.0,17,8,13,-321000.0,-93957.5246
primary__isolation__2022__mae_first__grid20,0.97,-1,-1523.4062,-3,-12,-7,49000.0,-10982.3057
primary__isolation__2022__mae_first__grid20,1.13,-1,-1633.9417,-3,-12,-7,49000.0,16025.6175
primary__isolation__2022__mae_first__grid20,1.29,-1,-1630.9588,-3,-12,-7,49000.0,15556.1829
primary__isolation__2022__mae_first__grid20,1.45,-1,-1633.9417,-3,-12,-7,49000.0,15312.3317
primary__isolation__2022__mae_first__grid20,1.61,-1,-1491.1799,-3,-12,-7,49000.0,-19837.4868
primary__isolation__2022__mae_first__grid20,1.76,-1,-1490.9722,-3,-12,-7,49000.0,-25132.688
primary__isolation__2022__mae_first__grid20,1.92,-1,-1491.575,-3,-12,-7,49000.0,-21877.0721
primary__isolation__2022__mae_first__grid20,2.08,-1,-1645.0005,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,2.24,-1,-1645.0005,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,2.39,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,2.55,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,2.71,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,2.87,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,3.03,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,3.18,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,3.34,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20,3.50,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,0.50,0,0.0,17,8,13,-251000.0,-79486.3977
primary__isolation__2022__mae_first__grid20_reverse,0.66,0,0.0,17,8,13,-261000.0,-90980.7965
primary__isolation__2022__mae_first__grid20_reverse,0.82,0,0.0,17,8,13,-321000.0,-93957.5246
primary__isolation__2022__mae_first__grid20_reverse,0.97,-1,-1523.4062,-3,-12,-7,49000.0,-10982.3057
primary__isolation__2022__mae_first__grid20_reverse,1.13,-1,-1633.9417,-3,-12,-7,49000.0,16025.6175
primary__isolation__2022__mae_first__grid20_reverse,1.29,-1,-1630.9588,-3,-12,-7,49000.0,15556.1829
primary__isolation__2022__mae_first__grid20_reverse,1.45,-1,-1633.9417,-3,-12,-7,49000.0,15312.3317
primary__isolation__2022__mae_first__grid20_reverse,1.61,-1,-1491.1799,-3,-12,-7,49000.0,-19837.4868
primary__isolation__2022__mae_first__grid20_reverse,1.76,-1,-1490.9722,-3,-12,-7,49000.0,-25132.688
primary__isolation__2022__mae_first__grid20_reverse,1.92,-1,-1491.575,-3,-12,-7,49000.0,-21877.0721
primary__isolation__2022__mae_first__grid20_reverse,2.08,-1,-1645.0005,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,2.24,-1,-1645.0005,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,2.39,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,2.55,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,2.71,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,2.87,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,3.03,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,3.18,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,3.34,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__isolation__2022__mae_first__grid20_reverse,3.50,-1,-1645.3382,-3,-12,-7,49000.0,16360.1413
primary__operating__2022__mae_first__wide4,0.50,0,0.0,-4,-8,-5,102330.0,15751.8409
primary__operating__2022__mae_first__wide4,1.50,-1,-55.6502,8,-2,0,-27995.0,-2017.0721
primary__operating__2022__mae_first__wide4,2.50,-4,-34.0921,2,0,0,-59349.0,-12218.1335
primary__operating__2022__mae_first__wide4,3.50,-2,-65.6711,-18,-2,0,52938.0,2839.062
primary__operating__2022__mae_first__center4,1.25,-2,26.469,9,0,0,16116.0,4240.165
primary__operating__2022__mae_first__center4,1.75,0,-0.5708,-1,-1,-3,-1276.0,720.8445
primary__operating__2022__mae_first__center4,2.25,-2,-2.1206,3,-1,0,-974.0,-4208.8166
primary__operating__2022__mae_first__center4,2.75,-2,16.0917,-5,-2,0,11323.0,4122.9799
primary__operating__2022__mae_first__edge4,0.50,0,0.0,1,-9,-5,54573.0,11469.0079
primary__operating__2022__mae_first__edge4,0.75,-1,-19.8731,11,-4,-2,29432.0,3093.3416
primary__operating__2022__mae_first__edge4,3.25,-1,-56.6502,-7,-1,1,-45696.0,-10098.1487
primary__operating__2022__mae_first__edge4,3.50,-2,-65.6711,-13,-3,0,5181.0,-1443.771
primary__operating__2022__mae_first__without050,0.75,0,0.0,8,-3,-1,76373.0,8545.359
primary__operating__2022__mae_first__without050,1.50,0,-35.7771,10,-2,1,-28811.0,-847.8878
primary__operating__2022__mae_first__without050,2.50,-3,-14.219,4,0,1,-60165.0,-11048.9491
primary__operating__2022__mae_first__without050,3.50,-1,-45.798,-16,-2,1,52122.0,4008.2464
primary__operating__2022__mae_first__extremes2,0.50,0,0.0,4,-6,-3,46099.0,10410.2662
primary__operating__2022__mae_first__extremes2,3.50,-2,-65.6711,-10,0,2,-3293.0,-2502.5127
primary__operating__2022__mae_first__grid5,0.50,0,0.0,-8,-9,-7,93193.0,16923.486
primary__operating__2022__mae_first__grid5,1.25,-3,-29.1229,3,0,-1,-3238.0,1256.814
primary__operating__2022__mae_first__grid5,2.00,-2,-57.1206,-7,-2,-1,8370.0,-2602.8065
primary__operating__2022__mae_first__grid5,2.75,-3,-39.5002,-11,-2,-1,-8031.0,1139.6289
primary__operating__2022__mae_first__grid5,3.50,-2,-65.6711,-22,-3,-2,43801.0,4010.7071
primary__operating__2022__mae_first__ladder4,1.00,0,0.0,11,0,1,-7120.0,-1714.1609
primary__operating__2022__mae_first__ladder20,1.00,0,0.0,10,0,1,-7962.0,-2804.1148
primary__operating__2022__mae_first__uniform_low,1.00,1,7.1593,26,5,14,9241.0,-16779.6927
primary__operating__2022__mae_first__grid10,0.50,0,0.0,-7,-10,-7,105936.0,15400.4656
primary__operating__2022__mae_first__grid10,0.83,0,0.0,9,-4,-1,46116.0,3228.1329
primary__operating__2022__mae_first__grid10,1.17,-3,-28.9236,2,-3,-1,-40915.0,-1473.6543
primary__operating__2022__mae_first__grid10,1.50,-1,-55.6502,5,-4,-2,-24389.0,-2368.4474
primary__operating__2022__mae_first__grid10,1.83,-1,-56.1627,-12,-2,-5,5259.0,-261.7329
primary__operating__2022__mae_first__grid10,2.17,-3,-57.7437,-2,-4,-1,10415.0,-4183.0304
primary__operating__2022__mae_first__grid10,2.50,-4,-34.0921,-1,-2,-2,-55743.0,-12569.5088
primary__operating__2022__mae_first__grid10,2.83,-2,-16.8764,-4,-2,1,-19868.0,-5409.4282
primary__operating__2022__mae_first__grid10,3.17,-2,-71.1836,-16,-2,0,3891.0,-5762.1441
primary__operating__2022__mae_first__grid10,3.50,-2,-65.6711,-21,-4,-2,56544.0,2487.6867
primary__operating__2022__mae_first__uniform_high,1.00,0,0.0,0,0,0,-30000.0,11915.3654
primary__operating__2022__mae_first__ladder20_reverse,1.00,0,0.0,7,0,0,-4547.0,886.9245
primary__operating__2022__mae_first__grid20,0.50,0,0.0,-9,-9,-6,114450.0,19051.9367
primary__operating__2022__mae_first__grid20,0.66,-1,-6.3884,0,-3,-3,116500.0,11855.3279
primary__operating__2022__mae_first__grid20,0.82,0,0.0,5,-3,0,55012.0,6687.0475
primary__operating__2022__mae_first__grid20,0.97,-1,-8.2836,3,-3,1,24960.0,4505.0297
primary__operating__2022__mae_first__grid20,1.13,-3,-28.9958,4,-3,1,-47165.0,1538.649
primary__operating__2022__mae_first__grid20,1.29,-3,-32.0979,2,-1,0,-16448.0,2317.2115
primary__operating__2022__mae_first__grid20,1.45,-1,-55.6502,4,0,-1,-6566.0,3363.6813
primary__operating__2022__mae_first__grid20,1.61,-1,-55.8731,-15,-1,-4,43037.0,10937.4481
primary__operating__2022__mae_first__grid20,1.76,-1,-56.1627,-8,-1,-2,-2906.0,-819.2061
primary__operating__2022__mae_first__grid20,1.92,-1,-56.1627,-16,-2,-2,49056.0,7543.941
primary__operating__2022__mae_first__grid20,2.08,-2,-57.2109,-4,-1,-1,1896.0,-4555.007
primary__operating__2022__mae_first__grid20,2.24,-3,-57.7125,-4,-1,0,6429.0,-4064.8397
primary__operating__2022__mae_first__grid20,2.39,-3,-119.2317,-11,-2,1,-9168.0,-6189.3525
primary__operating__2022__mae_first__grid20,2.55,-4,-34.0921,-3,-1,-1,-45729.0,-6963.1718
primary__operating__2022__mae_first__grid20,2.71,-3,-39.5002,-6,-1,1,-32788.0,-3474.2803
primary__operating__2022__mae_first__grid20,2.87,-2,-16.4653,-6,0,2,-15854.0,-4067.5991
primary__operating__2022__mae_first__grid20,3.03,-3,-31.9752,-1,-1,2,-28842.0,-9845.5558
primary__operating__2022__mae_first__grid20,3.18,-2,-71.1836,-18,-1,1,12405.0,-2488.0602
primary__operating__2022__mae_first__grid20,3.34,-2,-57.431,-22,-3,0,64400.0,7418.6286
primary__operating__2022__mae_first__grid20,3.50,-2,-65.6711,-23,-3,-1,65058.0,6139.1578
primary__operating__2022__mae_first__grid20_reverse,0.50,2,65.6711,-10,-9,-7,108910.0,21119.853
primary__operating__2022__mae_first__grid20_reverse,0.66,1,59.2827,-1,-3,-4,110960.0,13923.2442
primary__operating__2022__mae_first__grid20_reverse,0.82,2,65.6711,4,-3,-1,49472.0,8754.9638
primary__operating__2022__mae_first__grid20_reverse,0.97,1,57.3875,2,-3,0,19420.0,6572.9461
primary__operating__2022__mae_first__grid20_reverse,1.13,-1,36.6753,3,-3,0,-52705.0,3606.5653
primary__operating__2022__mae_first__grid20_reverse,1.29,-1,33.5732,1,-1,-1,-21988.0,4385.1279
primary__operating__2022__mae_first__grid20_reverse,1.45,1,10.0209,3,0,-2,-12106.0,5431.5976
primary__operating__2022__mae_first__grid20_reverse,1.61,1,9.798,-16,-1,-5,37497.0,13005.3645
primary__operating__2022__mae_first__grid20_reverse,1.76,1,9.5084,-9,-1,-3,-8446.0,1248.7102
primary__operating__2022__mae_first__grid20_reverse,1.92,1,9.5084,-17,-2,-3,43516.0,9611.8573
primary__operating__2022__mae_first__grid20_reverse,2.08,0,8.4602,-5,-1,-2,-3644.0,-2487.0907
primary__operating__2022__mae_first__grid20_reverse,2.24,-1,7.9586,-5,-1,-1,889.0,-1996.9233
primary__operating__2022__mae_first__grid20_reverse,2.39,-1,-53.5606,-12,-2,0,-14708.0,-4121.4361
primary__operating__2022__mae_first__grid20_reverse,2.55,-2,31.579,-4,-1,-2,-51269.0,-4895.2555
primary__operating__2022__mae_first__grid20_reverse,2.71,-1,26.1709,-7,-1,0,-38328.0,-1406.364
primary__operating__2022__mae_first__grid20_reverse,2.87,0,49.2058,-7,0,1,-21394.0,-1999.6828
primary__operating__2022__mae_first__grid20_reverse,3.03,-1,33.6959,-2,-1,1,-34382.0,-7777.6395
primary__operating__2022__mae_first__grid20_reverse,3.18,0,-5.5125,-19,-1,0,6865.0,-420.1438
primary__operating__2022__mae_first__grid20_reverse,3.34,0,8.2401,-23,-3,-1,58860.0,9486.545
primary__operating__2022__mae_first__grid20_reverse,3.50,0,0.0,-24,-3,-2,59518.0,8207.0742
primary__isolation__2023__mae_first__wide4,0.50,-1,-1229.9171,-15,-15,-15,310000.0,89681.9188
primary__isolation__2023__mae_first__wide4,1.50,0,0.0,5,5,5,-70000.0,-13033.4816
primary__isolation__2023__mae_first__wide4,2.50,0,0.0,5,5,5,-160000.0,-45295.0645
primary__isolation__2023__mae_first__wide4,3.50,0,0.0,5,5,5,-80000.0,-36184.8095
primary__isolation__2023__mae_first__edge4,0.50,-1,-1229.9171,-15,-15,-15,267500.0,86519.8618
primary__isolation__2023__mae_first__edge4,0.75,0,0.0,5,5,5,-2500.0,-3833.1192
primary__isolation__2023__mae_first__edge4,3.25,0,0.0,5,5,5,-142500.0,-48171.313
primary__isolation__2023__mae_first__edge4,3.50,0,0.0,5,5,5,-122500.0,-39346.8665
primary__isolation__2023__mae_first__center4,1.25,0,0.0,0,0,0,32500.0,15365.957
primary__isolation__2023__mae_first__center4,1.75,0,0.0,0,0,0,2500.0,2878.8663
primary__isolation__2023__mae_first__center4,2.25,0,0.0,0,0,0,-7500.0,-8746.0795
primary__isolation__2023__mae_first__center4,2.75,0,0.0,0,0,0,-27500.0,-9498.7438
primary__isolation__2023__mae_first__extremes2,0.50,-1,-1229.9171,-10,-10,-10,195000.0,60517.6457
primary__isolation__2023__mae_first__extremes2,3.50,0,0.0,10,10,10,-195000.0,-65349.0826
primary__isolation__2023__mae_first__without050,0.75,0,0.0,0,0,0,107500.0,23125.0422
primary__isolation__2023__mae_first__without050,1.50,0,0.0,0,0,0,-2500.0,10762.6229
primary__isolation__2023__mae_first__without050,2.50,0,0.0,0,0,0,-92500.0,-21498.9601
primary__isolation__2023__mae_first__without050,3.50,0,0.0,0,0,0,-12500.0,-12388.705
primary__isolation__2023__mae_first__grid5,0.50,-1,-1229.9171,-16,-16,-16,312000.0,95033.6033
primary__isolation__2023__mae_first__grid5,1.25,0,0.0,4,4,4,-58000.0,-9783.604
primary__isolation__2023__mae_first__grid5,2.00,0,0.0,4,4,4,-58000.0,-24600.0064
primary__isolation__2023__mae_first__grid5,2.75,0,0.0,4,4,4,-118000.0,-34648.3048
primary__isolation__2023__mae_first__grid5,3.50,0,0.0,4,4,4,-78000.0,-30833.125
primary__isolation__2023__mae_first__ladder4,1.00,0,0.0,10,5,10,-10000.0,-4723.9041
primary__isolation__2023__mae_first__uniform_low,1.00,1,112.1208,20,20,20,10000.0,-17010.157
primary__isolation__2023__mae_first__grid10,0.50,-1,-1229.9171,-18,-18,-18,365000.0,107214.7552
primary__isolation__2023__mae_first__grid10,0.83,0,0.0,2,2,2,45000.0,7148.0928
primary__isolation__2023__mae_first__grid10,1.17,0,0.0,2,2,2,-55000.0,-1042.194
primary__isolation__2023__mae_first__grid10,1.50,0,0.0,2,2,2,-15000.0,4499.3548
primary__isolation__2023__mae_first__grid10,1.83,0,0.0,2,2,2,-45000.0,-9489.9979
primary__isolation__2023__mae_first__grid10,2.17,0,0.0,2,2,2,-25000.0,-14196.8933
primary__isolation__2023__mae_first__grid10,2.50,0,0.0,2,2,2,-105000.0,-27762.2281
primary__isolation__2023__mae_first__grid10,2.83,0,0.0,2,2,2,-65000.0,-25200.8266
primary__isolation__2023__mae_first__grid10,3.17,0,0.0,2,2,2,-75000.0,-27349.5266
primary__isolation__2023__mae_first__grid10,3.50,0,0.0,2,2,2,-25000.0,-18651.9731
primary__isolation__2023__mae_first__ladder20,1.00,0,0.0,7,3,7,-11000.0,-2816.0409
primary__isolation__2023__mae_first__uniform_high,1.00,0,0.0,0,0,0,-30000.0,15984.4961
primary__isolation__2023__mae_first__ladder20_reverse,1.00,0,0.0,7,3,7,-11000.0,-2816.0409
primary__isolation__2023__mae_first__grid20,0.50,-1,-1229.9171,-18,-19,-19,365500.0,107692.1472
primary__isolation__2023__mae_first__grid20,0.66,-1,-987.116,-18,-19,-19,365500.0,94174.0098
primary__isolation__2023__mae_first__grid20,0.82,0,0.0,2,1,1,45500.0,6071.567
primary__isolation__2023__mae_first__grid20,0.97,0,0.0,2,1,1,5500.0,3593.3143
primary__isolation__2023__mae_first__grid20,1.13,0,0.0,2,1,1,-64500.0,690.053
primary__isolation__2023__mae_first__grid20,1.29,0,0.0,2,1,1,-24500.0,3991.7623
primary__isolation__2023__mae_first__grid20,1.45,0,0.0,2,1,1,-4500.0,7885.4321
primary__isolation__2023__mae_first__grid20,1.61,0,0.0,2,1,1,-14500.0,3709.9499
primary__isolation__2023__mae_first__grid20,1.76,0,0.0,2,1,1,-44500.0,-8628.6819
primary__isolation__2023__mae_first__grid20,1.92,0,0.0,2,1,1,-4500.0,-7383.9795
primary__isolation__2023__mae_first__grid20,2.08,0,0.0,2,1,1,-34500.0,-15661.7904
primary__isolation__2023__mae_first__grid20,2.24,0,0.0,2,1,1,-44500.0,-20610.5935
primary__isolation__2023__mae_first__grid20,2.39,0,0.0,2,1,1,-94500.0,-26789.7609
primary__isolation__2023__mae_first__grid20,2.55,0,0.0,2,1,1,-94500.0,-26275.3377
primary__isolation__2023__mae_first__grid20,2.71,0,0.0,2,1,1,-104500.0,-28026.9454
primary__isolation__2023__mae_first__grid20,2.87,0,0.0,2,1,1,-64500.0,-28333.2594
primary__isolation__2023__mae_first__grid20,3.03,0,0.0,2,1,1,-64500.0,-23391.678
primary__isolation__2023__mae_first__grid20,3.18,0,0.0,2,1,1,-74500.0,-26850.7183
primary__isolation__2023__mae_first__grid20,3.34,0,0.0,2,1,1,-24500.0,-16732.2268
primary__isolation__2023__mae_first__grid20,3.50,0,0.0,2,1,1,-24500.0,-18174.5811
primary__isolation__2023__mae_first__grid20_reverse,0.50,-1,-1229.9171,-18,-19,-19,365500.0,107692.1472
primary__isolation__2023__mae_first__grid20_reverse,0.66,-1,-987.116,-18,-19,-19,365500.0,94174.0098
primary__isolation__2023__mae_first__grid20_reverse,0.82,0,0.0,2,1,1,45500.0,6071.567
primary__isolation__2023__mae_first__grid20_reverse,0.97,0,0.0,2,1,1,5500.0,3593.3143
primary__isolation__2023__mae_first__grid20_reverse,1.13,0,0.0,2,1,1,-64500.0,690.053
primary__isolation__2023__mae_first__grid20_reverse,1.29,0,0.0,2,1,1,-24500.0,3991.7623
primary__isolation__2023__mae_first__grid20_reverse,1.45,0,0.0,2,1,1,-4500.0,7885.4321
primary__isolation__2023__mae_first__grid20_reverse,1.61,0,0.0,2,1,1,-14500.0,3709.9499
primary__isolation__2023__mae_first__grid20_reverse,1.76,0,0.0,2,1,1,-44500.0,-8628.6819
primary__isolation__2023__mae_first__grid20_reverse,1.92,0,0.0,2,1,1,-4500.0,-7383.9795
primary__isolation__2023__mae_first__grid20_reverse,2.08,0,0.0,2,1,1,-34500.0,-15661.7904
primary__isolation__2023__mae_first__grid20_reverse,2.24,0,0.0,2,1,1,-44500.0,-20610.5935
primary__isolation__2023__mae_first__grid20_reverse,2.39,0,0.0,2,1,1,-94500.0,-26789.7609
primary__isolation__2023__mae_first__grid20_reverse,2.55,0,0.0,2,1,1,-94500.0,-26275.3377
primary__isolation__2023__mae_first__grid20_reverse,2.71,0,0.0,2,1,1,-104500.0,-28026.9454
primary__isolation__2023__mae_first__grid20_reverse,2.87,0,0.0,2,1,1,-64500.0,-28333.2594
